Timestamp,X,Y
2024-04-02 14:15:49.994811,1284,1527
2024-04-02 14:15:50.096045,1284,1527
2024-04-02 14:15:50.197691,1284,1527
2024-04-02 14:15:50.299418,1284,1527
2024-04-02 14:15:50.400940,1284,1527
2024-04-02 14:15:50.502674,1284,1527
2024-04-02 14:15:50.604337,1284,1527
2024-04-02 14:15:50.705766,1284,1527
2024-04-02 14:15:50.807732,1302,1593
2024-04-02 14:15:50.910027,1627,2105
2024-04-02 14:15:51.011699,1876,2363
2024-04-02 14:15:51.113263,1909,2405
2024-04-02 14:15:51.215651,1921,2416
2024-04-02 14:15:51.317749,1921,2416
2024-04-02 14:15:51.419706,1921,2416
2024-04-02 14:15:51.521095,1954,2410
2024-04-02 14:15:51.623519,2175,2376
2024-04-02 14:15:51.725388,2177,2372
2024-04-02 14:15:51.827428,2177,2372
2024-04-02 14:15:51.928968,2177,2372
2024-04-02 14:15:52.031737,2177,2372
2024-04-02 14:15:52.133926,2177,2372
2024-04-02 14:15:52.237100,2177,2372
2024-04-02 14:15:52.340349,2177,2372
2024-04-02 14:15:52.443218,2177,2372
2024-04-02 14:15:52.544912,1652,2662
2024-04-02 14:15:52.646887,781,3336
2024-04-02 14:15:52.749342,647,3478
2024-04-02 14:15:52.851936,514,3559
2024-04-02 14:15:52.954130,426,3559
2024-04-02 14:15:53.055619,417,3530
2024-04-02 14:15:53.157977,390,3215
2024-04-02 14:15:53.259375,396,2993
2024-04-02 14:15:53.361303,468,2807
2024-04-02 14:15:53.464089,516,2671
2024-04-02 14:15:53.567750,516,2637
2024-04-02 14:15:53.668364,516,2636
2024-04-02 14:15:53.771345,516,2636
2024-04-02 14:15:53.874846,516,2636
2024-04-02 14:15:53.976052,516,2636
2024-04-02 14:15:54.078416,516,2636
2024-04-02 14:15:54.180972,516,2636
2024-04-02 14:15:54.284061,516,2636
2024-04-02 14:15:54.387408,516,2636
2024-04-02 14:15:54.490272,516,2636
2024-04-02 14:15:54.592086,559,2609
2024-04-02 14:15:54.695672,1266,2226
2024-04-02 14:15:54.798067,2249,1724
2024-04-02 14:15:54.901074,2636,1160
2024-04-02 14:15:55.002366,2794,808
2024-04-02 14:15:55.105148,2759,796
2024-04-02 14:15:55.207707,2080,835
2024-04-02 14:15:55.310690,1699,834
2024-04-02 14:15:55.413379,1550,828
2024-04-02 14:15:55.515863,1407,767
2024-04-02 14:15:55.617346,1181,591
2024-04-02 14:15:55.719444,936,418
2024-04-02 14:15:55.824067,935,416
2024-04-02 14:15:55.926855,949,424
2024-04-02 14:15:56.028878,953,426
2024-04-02 14:15:56.131549,953,426
2024-04-02 14:15:56.234146,953,426
2024-04-02 14:15:56.337878,953,426
2024-04-02 14:15:56.441585,953,426
2024-04-02 14:15:56.543373,953,426
2024-04-02 14:15:56.645864,953,426
2024-04-02 14:15:56.748882,953,426
2024-04-02 14:15:56.850438,953,426
2024-04-02 14:15:56.952706,953,426
2024-04-02 14:15:57.055792,953,426
2024-04-02 14:15:57.159321,953,426
2024-04-02 14:15:57.260742,953,426
2024-04-02 14:15:57.364385,953,426
2024-04-02 14:15:57.465791,953,426
2024-04-02 14:15:57.567465,953,426
2024-04-02 14:15:57.668930,953,426
2024-04-02 14:15:57.771326,953,426
2024-04-02 14:15:57.873003,953,426
2024-04-02 14:15:57.975623,953,426
2024-04-02 14:15:58.077411,953,426
2024-04-02 14:15:58.180882,953,426
2024-04-02 14:15:58.282039,953,426
2024-04-02 14:15:58.385388,953,426
2024-04-02 14:15:58.487289,953,426
2024-04-02 14:15:58.590207,949,441
2024-04-02 14:15:58.693659,763,782
2024-04-02 14:15:58.796491,680,1083
2024-04-02 14:15:58.898531,659,1191
2024-04-02 14:15:59.006201,659,1215
2024-04-02 14:15:59.109400,837,1020
2024-04-02 14:15:59.212885,884,933
2024-04-02 14:15:59.315991,898,904
2024-04-02 14:15:59.418567,898,903
2024-04-02 14:15:59.521137,898,903
2024-04-02 14:15:59.625366,898,903
2024-04-02 14:15:59.728097,898,903
2024-04-02 14:15:59.831374,889,957
2024-04-02 14:15:59.933172,887,967
2024-04-02 14:16:00.035180,887,967
2024-04-02 14:16:00.139791,887,967
2024-04-02 14:16:00.242165,887,967
2024-04-02 14:16:00.344777,1187,1030
2024-04-02 14:16:00.448027,2670,1211
2024-04-02 14:16:00.550186,2815,1156
2024-04-02 14:16:00.653121,2815,1155
2024-04-02 14:16:00.756003,2815,1155
2024-04-02 14:16:00.858084,2815,1155
